site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno
BATH CHUTE,16008268,6,0,SCB,10/21/2005,08:50,10/21/2005,09:05,LG,D18.RS,D,3,,5.0,M-,200,0,15,4841,4800,160,,30.00,,60.00,,25,,15,739633,4449815,73965.44960,739633,4449815,2,1.0,28,,15.8,,1.20,,764,,0.05,,6.9,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,79,,1,1,1,SVCP,391,T,,1,689.00, ,  ,          I,,,0,2501
BATH CHUTE,16008268,6,0,SCB,10/21/2005,08:50,10/21/2005,09:05,LG,D18.RS,D,3,,5.0,M-,200,0,15,4841,4800,160,,30.00,,60.00,,25,,15,739633,4449815,73965.44960,739633,4449815,2,1.0,28,,15.8,,1.20,,764,,0.05,,6.9,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,79,,1,1,10,SVCP,399,T,,1,647.00, ,  ,          I,,,0,2501
BATH CHUTE,16012066,6,0,SCB,09/16/2014,12:53,09/16/2014,13:08,LG,D22.RS,D,3,,5.0,M-,200,0,15,4364,4370,230,,19.00,,60.00,,25,,15,738533,4449565,,738533,4449565,2,1.0,15,,18.9,,4.80,,599,,0.54,,6.8,,,,,,,0,2,1,0,0,0,0,0,1,0,,0,,11,,1,2,1,SVCP,548,T,,1,1669.00,,,,,,0,2711
COON HOLLOW,16010386,6,0,SCB,08/09/2011,12:43,08/09/2011,12:58,LG,D13.RS,D,2,,5.0,M-,200,0,15,5581,5535,205,,27.00,,60.00,,25,,15,766383,4490265,76640.49005,766383,4490265,2,1.0,30,,30.4,,1.80,,719,,0.28,,5.6,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,54,,1,1,11,SVCP,510,T,1,1,,,,,,,0,2708
BLW PEO TWZ,16011488,6,1,MCB-U,08/13/2013,11:15,08/13/2013,11:30,LG,A2A.RS,D,2,,5.0,M-,200,0,15,5808,5850,195,,30.00,,60.00,,25,,15,783634,4501215,78365.50100,783634,4501215,2,1.0,21,,27.1,,1.00,,804,,0.14,,7.9,,,,,,,0,3,0,0,0,0,0,0,0,0,,1,,995,,1,1,2,SVCP,500,T,1,1,,,,,,,0,2710
MACKINAW,16009144,6,0,MCB-U,08/12/2008,09:25,08/12/2008,09:40,LG,D30.RS,D,2,,5.0,M-,200,0,15,5631,5700,190,,30.00,,60.00,,25,,15,777083,4494315,77710.49410,777083,4494315,2,1.0,18,,26.2,,0.60,,783,,0.15,,5.7,,,,,,,0,3,0,0,1,0,0,0,0,0,,0,,252,,1,1,1,SVCP,660,T,1,1,,,,,,,0,2704
MACKINAW,16009144,6,0,MCB-U,08/12/2008,09:25,08/12/2008,09:40,LG,D30.RS,D,2,,5.0,M-,200,0,15,5631,5700,190,,30.00,,60.00,,25,,15,777083,4494315,77710.49410,777083,4494315,2,1.0,18,,26.2,,0.60,,783,,0.15,,5.7,,,,,,,0,3,0,0,1,0,0,0,0,0,,0,,252,,1,1,100,SVCP,220,T,1,1,,,,,,,0,2704
BATH FIX,16008109,6,2,SCB,08/03/2005,10:40,08/03/2005,10:55,LG,I113.0T,D,2,,5.0,M-,200,0,15,6350,6125,175,,35.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,1.0,28,,29.0,,1.00,,879,,0.05,,7.4,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,84,,1,1,45,SVCP,740,T,1,1,, ,  ,          F,,,0,2501
BATH CHUTE,16008463,6,0,SCB,08/16/2006,10:55,08/16/2006,11:10,LG,D34.RS,D,2,,5.0,M-,200,0,15,5538,5440,160,,34.00,,60.00,,25,,15,743683,4454315,74370.45410,743683,4454315,1,1.0,16,,26.6,,1.00,,750,,0.02,,5.0,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,63,,1,1,45,SVCP,560,T,1,1,, ,  ,          F,,,0,2601
BATH CHUTE,16012251,6,0,SCB,10/12/2015,09:58,10/12/2015,10:13,LG,D16.RS,D,3,,5.0,M-,200,0,15,4852,4800,200,,24.00,,60.00,,25,,15,743433,4453565,74345.45355,743433,4453565,2,1.0,29,,18.4,,1.30,,733,,0.15,,6.8,,,,,,,0,2,0,0,0,0,1,0,0,0,,0,,188,,1,1,2,SVCP,556,T,,1,1870.00,,,,,,0,2713
BATH CHUTE,16012251,6,0,SCB,10/12/2015,09:58,10/12/2015,10:13,LG,D16.RS,D,3,,5.0,M-,200,0,15,4852,4800,200,,24.00,,60.00,,25,,15,743433,4453565,74345.45355,743433,4453565,2,1.0,29,,18.4,,1.30,,733,,0.15,,6.8,,,,,,,0,2,0,0,0,0,1,0,0,0,,0,,188,,1,1,20,SVCP,307,T,1,1,,,,,,,0,2713
Peoria TWZ,16011704,6,2,TWZ,07/24/2014,09:45,07/24/2014,10:00,LG,I157.8Vb,D,1,,5.0,M-,200,0,15,5171,5060,230,,22.00,,60.00,,25,,16,277612,4500954,,785074,4503093,2,1.0,18,,26.0,,1.20,,689,,0.20,,6.0,,,,,,,0,4,0,0,0,1,0,0,0,0,,0,,29163,,1,2,235,SVCP,10,T,1,537,,,,,,,0,2711
Peoria TWZ,16009259,6,2,TWZ,07/10/2008,09:57,07/11/2008,10:51,LG,I157.8Vb,M,1,,5.0,M-,,24,54,,,,,,,,,,,16,277612,4500954,78510.50290,785073,4503092,2,1.0,15,,29.7,,1.00,,815,,0.01,,3.4,,,,,,,0,1,0,0,0,1,0,0,0,0,,0,,70286,,1,1,136,SVCP,40,T,1,10,,,,,,,0,2704
Bath Fixed,16009131,6,2,SCB,08/04/2008,09:05,08/04/2008,09:20,LG,I113.0Ta,D,2,,5.0,M-,200,0,15,5581,5400,180,,30.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,1,1.0,16,,28.4,,0.70,,745,,0.08,,6.4,,,,,,,0,4,0,0,0,0,0,0,0,0,,0,,150,,1,1,105,SVCP,210,T,1,1,,,,,,,0,2704
RM 92,16011745,6,0,MCB-U,08/26/2014,07:42,08/27/2014,13:15,LG,M5.RS,M,2,,5.0,M-,,29,33,,,,,,,,,,,15,719933,4438015,,719933,4438015,2,1.0,14,,29.7,,0.70,,780,,0.04,,4.7,,,,,,,0,4,0,0,0,0,0,0,0,0,,0,,318,,1,2,14,SVCP,40,T,1,1,,,,,,,0,2711
MATANZAS,16011755,6,1,BWC-S,08/29/2014,11:25,08/29/2014,11:40,LG,F168A.RS,D,2,,5.0,M-,200,0,15,4660,4600,200,,23.00,,60.00,,25,,15,746383,4458965,,746383,4458965,2,1.0,24,,28.5,,0.70,,562,,0.02,,,5,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,273,,1,1,9,SVCP,650,T,1,1,,,,,,,0,2711
RM 106,16012770,6,0,MCB-U,10/27/2016,10:11,10/27/2016,10:26,LG,D6.RS,D,3,,5.0,M-,200,0,15,4655,4730,215,,22.00,,60.00,,25,,15,737483,4448265,73750.44825,737483,4448265,2,1.0,27,,14.6,,0.90,,733,,0.29,,9.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,63,,1,1,27,SVCP,614,T,,1,3526.00,,,,,,0,2714
COPPERAS,16009138,6,0,MCB-U,08/06/2008,11:40,08/06/2008,11:55,LG,D31.RS,D,2,,5.0,M-,200,0,15,5893,5800,200,,29.00,,60.00,,25,,15,763783,4485565,76380.48535,763783,4485565,2,1.0,13,,29.9,,0.70,,778,,0.09,,,0,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,333,,1,1,65,SVCP,70,T,1,2,,,,,,,0,2704
COPPERAS,16009344,6,0,SCB,08/29/2008,10:27,08/29/2008,10:42,LG,D8.RS,D,2,,5.0,M-,200,0,15,5523,5270,170,,31.00,,60.00,,25,,15,762833,4483515,76285.48330,762833,4483515,2,2.0,18,,26.3,,0.70,,761,,0.10,,4.6,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,43,,1,1,8,SVCP,270,T,1,1,,,,,,,0,2704
MEYERS DITCH,16009347,6,1,BWC-S,08/29/2008,12:35,08/29/2008,12:50,LG,F50A.RS,D,2,,5.0,M-,200,0,15,5259,5270,170,,31.00,,60.00,,25,,15,755883,4475365,75590.47515,755883,4475365,2,2.0,18,,27.3,,0.70,,694,,0.00,,4.5,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,145,,1,1,104,SVCP,210,T,1,1,,,,,,,0,2704
COPPERAS,16009519,6,0,MCB-U,08/14/2009,10:40,08/14/2009,10:55,LG,D29.RS,D,2,,5.0,M-,200,0,15,5699,5600,200,,28.00,,60.00,,25,,15,763933,4485265,76395.48505,763933,4485265,2,1.0,12,,28.1,,0.80,,768,,0.20,,7.1,,,,,,,0,3,0,0,0,1,0,0,0,0,,0,,56,,1,1,13,SVCP,350,T,1,1,,,,,,,0,2706
Bath Fixed,16008418,6,2,SCB,08/02/2006,07:30,08/02/2006,07:45,LG,I113.0T,D,2,,5.0,M-,200,0,15,5900,5760,180,,32.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,1,1.0,16,,31.5,,1.50,,753,,0.02,,4.9,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,142,,1,1,60,SVCP,540,T,1,1,, ,  ,          M,,,0,2601
Peoria TWZ,16012684,6,2,TWZ,09/20/2016,09:07,09/20/2016,09:22,LG,I157.8Va,D,3,,5.0,M-,200,0,15,4744,4730,215,,22.00,,60.00,,25,,16,277612,4500954,78505.50310,785074,4503093,1,1.0,24,,24.5,,4.80,,624,,0.01,,6.6,,,,,,,0,2,0,0,0,1,0,0,0,0,,0,,89,,1,1,48,SVCP,315,T,,1,305.00,,,,,,0,2714
BATH CHUTE,16012950,6,0,SCB,10/06/2016,12:10,10/06/2016,12:25,LG,D19.RS,D,3,,5.0,M-,200,0,15,5148,4840,220,,22.00,,60.00,,25,,15,740433,4450065,74045.45005,740433,4450065,2,1.0,25,,20.8,,3.80,,755,,0.44,,6.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,69,,1,1,46,SVCP,557,T,,1,1616.00,,,,,,0,2714
RM 140,16013324,6,0,MCB-U,08/22/2017,09:35,08/22/2017,09:50,LG,D4.RS,D,2,,5.0,M-,200,0,15,5458,5250,210,,25.00,,60.00,,25,,15,766533,4490515,,766533,4490515,2,1.0,36,,26.9,,2.60,,734,,0.18,,5.7,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,70,,1,1,12,SVCP,450,T,1,1,,,,,,,0,2715
PEKIN MARINA,16014620,6,1,BWC-S,09/24/2020,12:19,09/24/2020,12:34,LG,F27A.RS,D,3,,5.0,M-,200,0,15,5501,5760,180,,32.00,,60.00,,25,,15,783334,4497215,,783334,4497215,2,1.0,24,,24.5,,1.00,,786,,0.01,5,6.7,,,,,,,0,2,1,0,0,1,0,0,0,0,,0,,102,,1,1,41,SVCP,307,T,,1,250.00, ,  ,    F,,,0,2718
COON HOLLOW,16010386,6,0,SCB,08/09/2011,12:43,08/09/2011,12:58,LG,D13.RS,D,2,,5.0,M-,200,0,15,5581,5535,205,,27.00,,60.00,,25,,15,766383,4490265,76640.49005,766383,4490265,2,1.0,30,,30.4,,1.80,,719,,0.28,,5.6,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,54,,1,1,38,SVCP,480,T,1,3,,,,,,,0,2708
N LILLY LAKE,16010409,6,1,SCB,08/17/2011,12:25,08/17/2011,12:40,LG,C94A.RS,D,2,,5.0,M-,200,0,15,5100,5070,195,,26.00,,60.00,,25,,15,715083,4431015,71510.43080,715083,4431015,2,1.0,15,,26.6,,1.00,,662,,0.03,,3.7,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,56,,1,1,12,SVCP,500,T,1,1,,,,,,,0,2708
MATANZAS,16011537,6,1,BWC-S,09/05/2013,14:33,09/05/2013,14:48,LG,F174A.RS,D,2,,5.0,M-,200,0,15,4187,4140,230,,18.00,,60.00,,25,,15,746183,4458765,74620.45855,746182,4458765,2,1.0,17,,28.5,,0.80,,465,,0.01,,9.2,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,334,,1,1,10,SVCP,580,T,1,1,,,,,,,0,2710
BATH CHUTE,16007761,6,0,SCB,08/03/2004,10:25,08/03/2004,10:40,LG,D13.RS,D,2,,5.0,M-,200,0,15,5588,5580,180,,31.00,,60.00,,25,,15,743833,4454565,74385.45435,743833,4454565,1,2.0,20,,26.9,,1.50,,760,,0.13,,7.2,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,171,,1,1,94,SVCP,670,T,1,1,, ,  ,          F,,,0,2401
TOWHEAD IS,16008559,6,0,SCB,10/13/2006,11:30,10/13/2006,11:45,LG,D34.RS,D,3,,5.0,M-,200,0,15,4315,4400,200,,22.00,,60.00,,25,,15,749933,4467565,74995.46735,749933,4467565,2,1.0,17,,13.8,,1.20,,658,,0.30,,8.5,,,,,,,0,4,1,0,0,0,0,0,1,0,,0,,63,,1,1,36,SVCP,503,T,,1,1560.00, ,  ,          I,,,0,2601
Bath Fixed,16013514,6,2,SCB,07/11/2018,07:40,07/11/2018,07:55,LG,I113.0Tb,D,1,,5.0,M-,200,0,15,5139,5220,180,,29.00,,60.00,,25,,15,743477,4455118,,743477,4455118,2,1.0,28,,29.3,,3.30,,646,,0.28,,5.9,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,273,,1,1,8,SVCP,650,T,1,1,,,,,,,0,2716
RM 136,16013691,6,0,MCB-U,09/26/2018,13:10,09/26/2018,13:25,LG,D7.RS,D,3,,5.0,M-,200,0,15,5100,5160,215,,24.00,,60.00,,25,,15,763183,4484265,,763183,4484265,2,1.0,29,,22.6,,1.80,,730,,0.21,,7.5,,,,,,,0,2,,,,,,,,,,0,,27,,1,1,3,SVCP,480,T,,1,1089.00,,,,,,0,2716
MATANZAS,16010258,6,0,BWC-S,06/23/2011,10:00,06/23/2011,10:15,LG,D32.RS,D,1,,5.0,M-,200,0,15,4442,4625,185,,25.00,,60.00,,25,,15,745533,4458615,74555.45840,745533,4458615,2,1.0,50,,22.9,,2.60,,599,,0.02,5,5.4,,,,,,,0,1,0,0,0,0,0,0,1,0,,0,,24,,1,1,6,SVCP,460,T,1,1,,,,,,,0,2708
MYERS DITCH,16010492,6,1,BWC-S,09/02/2011,12:03,09/02/2011,12:18,LG,F129A.RS,D,2,,5.0,M-,200,0,15,4689,4600,200,,23.00,,60.00,,25,,15,756583,4476265,75660.47605,756583,4476265,2,1.0,18,,30.3,,1.10,,548,,0.01,,3.5,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,63,,1,1,1,SVCP,520,T,1,2,,,,,,,0,2708
MYERS DITCH,16010492,6,1,BWC-S,09/02/2011,12:03,09/02/2011,12:18,LG,F129A.RS,D,2,,5.0,M-,200,0,15,4689,4600,200,,23.00,,60.00,,25,,15,756583,4476265,75660.47605,756583,4476265,2,1.0,18,,30.3,,1.10,,548,,0.01,,3.5,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,63,,1,1,10,SVCP,440,T,1,1,,,,,,,0,2708
BATH CHUTE,16011713,6,0,SCB,08/07/2014,07:37,08/08/2014,06:56,LG,M9.RS,M,2,,5.0,M-,,23,19,,,,,,,,,,,15,743433,4453565,,743433,4453565,2,1.0,23,,25.9,,0.40,,704,,0.03,,4.5,,,,,,,0,2,0,0,0,0,1,0,0,0,,0,,4083,,1,2,192,SVCP,30,T,1,202,,,,,,,0,2711
Bath Fixed,16014500,6,2,SCB,08/14/2020,10:43,08/14/2020,10:58,LG,I113.0Ta,D,2,,5.0,M-,200,0,15,5490,5510,190,,29.00,,60.00,,25,,15,743477,4455118,,743477,4455118,2,1.0,27,,28.1,,2.10,,727,,0.29,,12.8,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,52,,1,1,37,SVCP,600,T,1,3,, ,  ,    M,,,0,2718
CRANE LAKE,16009385,6,0,BWC-S,09/22/2008,09:27,09/22/2008,09:42,LG,D35.RS,D,3,,7.0,M-,200,0,15,3785,3680,160,,23.00,,60.00,,25,,15,729533,4444265,72955.44405,729533,4444265,2,2.0,20,,21.1,,4.00,,434,,0.00,,2.6,,,,,,,0,1,0,0,0,0,0,0,1,0,,0,,72,,1,1,67,SVCP,116,T,,1,10.00,,,,,,0,2704
GRAPE ISLAND,16009516,6,0,SCB,08/13/2009,13:00,08/13/2009,13:15,LG,D6.RS,D,2,,5.0,M-,200,0,15,5363,5400,200,,27.00,,60.00,,25,,15,716583,4431515,71660.43130,716583,4431515,2,1.0,15,,28.2,,0.90,,702,,0.14,,6.8,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,58,,1,1,22,SVCP,480,T,1,1,,,,,,,0,2706
RM 92,16011748,6,0,MCB-U,08/26/2014,08:05,08/27/2014,14:00,LG,M4.RS,M,2,,5.0,M-,,29,55,,,,,,,,,,,15,720033,4438065,,720033,4438065,2,1.0,11,,27.8,,0.50,,771,,0.28,,4.4,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,1204,,1,2,21,SVCP,50,T,1,1,,,,,,,0,2711
RM 114,16013412,6,0,MCB-U,10/18/2017,10:57,10/20/2017,11:00,LG,HL5.RS,HL,3,,5.0,M-,,48,3,,,,,,,,,,,15,744833,4457565,,744833,4457565,2,1.0,10,,16.4,,3.20,,714,,0.46,,7.6,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,34,,1,1,15,SVCP,630,T,,1,2671.00,,,,,,0,2715
MYERS DITCH,16010816,6,0,BWC-S,08/29/2012,11:49,08/29/2012,12:04,LG,D31.RS,D,2,,5.0,M-,200,0,15,6100,6120,180,,34.00,,60.00,,25,,15,755983,4475165,75600.47495,755983,4475165,2,1.0,22,,28.6,,1.00,,843,,0.01,,4.0,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,19,,1,1,2,SVCP,480,T,1,1,,,,,,,0,2709
BAR ISLAND,16009429,6,0,SCB,10/03/2008,11:22,10/03/2008,11:37,LG,D11.RS,D,3,,7.0,M-,200,0,15,3901,4000,200,,20.00,,60.00,,25,,15,714783,4431065,71480.43085,714783,4431065,2,2.0,42,,18.8,,2.90,,483,,0.51,,5.2,,,,,,,0,3,1,0,0,0,0,0,1,0,,0,,28,,1,1,3,SVCP,192,T,,1,60.00,,,,,,0,2704
GRAPE ISLAND,16009516,6,0,SCB,08/13/2009,13:00,08/13/2009,13:15,LG,D6.RS,D,2,,5.0,M-,200,0,15,5363,5400,200,,27.00,,60.00,,25,,15,716583,4431515,71660.43130,716583,4431515,2,1.0,15,,28.2,,0.90,,702,,0.14,,6.8,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,58,,1,1,52,SVCP,560,T,1,1,,,,,,,0,2706
LIVERPOOL MC,16009563,6,0,MCB-U,09/22/2009,12:15,09/22/2009,12:30,LG,D31.RS,D,3,,5.0,M-,200,0,15,5309,5200,200,,26.00,,60.00,,25,,15,756083,4475715,75610.47550,756083,4475715,2,1.0,19,,23.2,,0.80,,760,,0.06,,7.3,,,,,,,0,1,0,0,0,1,0,0,0,0,,0,,47,,1,1,17,SVCP,359,T,,1,441.00,,,,,,0,2706
TOWHEAD,16010398,6,0,SCB,08/12/2011,08:26,08/12/2011,08:41,LG,D14.RS,D,2,,5.0,M-,200,0,15,5194,5175,225,,23.00,,60.00,,25,,15,750083,4467565,75010.46735,750083,4467565,2,1.0,26,,26.7,,0.70,,681,,0.12,,4.9,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,90,,1,1,6,SVCP,480,T,1,1,,,,,,,0,2708
GRAPE IS,16011606,6,0,SCB,09/26/2013,08:52,09/26/2013,09:07,LG,D21.RS,D,3,,5.0,M-,200,0,15,5438,5400,180,,30.00,,60.00,,25,,15,716483,4431514,71650.43130,716482,4431514,2,1.0,19,,22.0,,1.80,,804,,0.04,,6.4,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,312,,1,1,14,SVCP,537,T,,1,1530.00,,,,,,0,2710
bath chute,16007905,6,0,SCB,09/21/2004,11:50,09/21/2004,12:05,LG,D11.RS,D,3,,5.0,M-,200,0,15,4833,4760,170,,28.00,,60.00,,25,,15,740933,4450315,74095.45010,740933,4450315,2,1.0,14,,22.9,,0.80,,656,,0.03,,5.8,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,105,,1,1,16,SVCP,326,T,,1,364.00,,,,,,0,2401
GRAPE ISLAND,16011945,6,0,SCB,08/13/2014,07:51,08/13/2014,08:06,LG,D21.RS,D,2,,5.0,M-,200,0,15,5525,5535,205,,27.00,,60.00,,25,,15,716483,4431515,,716483,4431515,2,1.0,19,,24.8,,1.50,,776,,0.29,,3.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,336,,1,1,4,SVCP,540,T,1,3,,,,,,,0,2711
BATH CHUTE,16013410,6,0,SCB,09/25/2017,09:12,09/25/2017,09:27,LG,D17.RS,D,3,,5.0,M-,200,0,15,5904,5760,180,,32.00,,60.00,,25,,15,743533,4455765,,743533,4455765,2,1.0,22,,27.2,,2.10,,823,,0.20,,5.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,117,,1,1,36,SVCP,570,T,,1,1899.00,,,,,,0,2715
LIVERPOOL D,16010643,6,1,BWC-S,10/13/2011,14:06,10/13/2011,14:21,LG,F134A.RS,D,3,,5.0,M-,200,0,15,4308,4400,200,,22.00,,60.00,,25,,15,755933,4475265,75595.47505,755933,4475265,2,1.0,20,,20.5,,2.10,,573,,0.01,,4.3,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,111,,1,2,10,SVCP,510,T,,1,1345.00,,,,,,0,2708
Bath Fixed,16009495,6,2,SCB,08/05/2009,08:15,08/05/2009,08:30,LG,I113.0Ta,D,2,,5.0,M-,200,0,15,5232,5220,180,,29.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,1,1.0,18,,24.9,,1.20,,715,,0.10,,6.6,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,143,,1,1,75,SVCP,356,T,,1,430.00,,,,,,0,2706
Bath Fixed,16013396,6,2,SCB,09/25/2017,10:07,09/25/2017,10:22,LG,I113.0Ta,D,3,,5.0,M-,200,0,15,5919,5890,190,,31.00,,60.00,,25,,15,743477,4455118,,743477,4455118,2,1.0,22,,27.0,,2.90,,826,,0.07,,4.9,,,,,,,0,2,1,0,0,0,0,0,0,0,,1,,74,,1,1,26,SVCP,559,T,,1,1510.00,,,,,,0,2715
COON HOLLOW,16009844,6,0,SCB,10/16/2009,08:55,10/16/2009,09:10,LG,D9.RS,D,3,,5.0,M-,200,0,15,4071,4000,200,,20.00,,60.00,,25,,15,766633,4490365,76665.49015,766633,4490365,2,2.0,26,,10.4,,0.80,,653,,0.07,,10.0,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,73,,1,1,24,SVCP,300,T,1,1,,,,,,,0,2706
CAT DITCH,16007758,6,0,BWC-S,08/02/2004,13:00,08/02/2004,13:15,LG,D36.RS,D,2,,5.0,M-,200,0,15,5750,5760,180,,32.00,,60.00,,25,,15,775183,4494415,77520.49420,775183,4494415,2,1.0,30,,27.9,,2.00,,778,,0.00,,8.0,,,,,,,0,4,0,0,0,1,0,0,0,1,,0,,282,,1,1,177,SVCP,330,T,1,1,,,,,,,0,2401
PEORIA TWR,16008085,6,2,TWZ,08/01/2005,09:15,08/01/2005,09:30,LG,I157.8V,D,2,,5.0,M-,200,0,15,6325,5940,165,,36.00,,60.00,,25,,16,277612,4500954,78510.50290,785073,4503092,2,1.0,22,,28.3,,1.00,,890,,0.25,,6.3,,,,,,,0,4,0,0,0,0,0,1,0,0,,0,,167,,1,2,106,SVCP,490,T,1,1,, ,  ,          I,,,0,2501
RM 81,16011733,6,0,MCB-U,08/25/2014,09:20,08/26/2014,10:17,LG,M8.RS,M,2,,8.0,M-,,24,57,,,,,,,,,,,15,710884,4424915,,710884,4424915,2,1.0,13,,28.0,,1.20,,743,,0.40,,3.0,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,1308,,1,1,234,SVCP,80,T,1,1,,,,,,,0,2711
RM 136,16013779,6,0,MCB-U,07/09/2018,11:20,07/09/2018,11:35,LG,D4.RS,D,1,,5.0,M-,200,0,15,5098,5365,185,,29.00,,60.00,,25,,15,763283,4484515,,763283,4484515,2,1.0,30,,29.1,,1.90,,638,,0.29,,6.7,,,,,,,0,2,1,0,0,0,0,0,1,0,,0,,135,,1,1,5,SVCP,530,T,1,1,,,,,,,0,2716
LILLY LAKE,16014116,6,1,BWC-S,08/21/2019,14:06,08/21/2019,14:21,LG,F374A.RS,D,2,,5.0,M-,200,0,15,4814,4860,180,,27.00,,60.00,,25,,15,713083,4429715,,713083,4429715,2,1.0,21,,27.7,,1.40,,593,,0.01,,5.1,,,,,,,0,2,1,0,0,0,0,0,0,0,,1,,640,,1,1,84,SVCP,649,T,,1,2757.00, ,  ,    M,,,0,2717
Bath Fixed,16010711,6,2,SCB,06/22/2012,07:21,06/22/2012,07:36,LG,I113.0Ta,D,1,,8.0,M-,200,0,15,6151,5265,195,,27.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,1.0,18,,27.3,,2.10,,872,,0.34,,6.3,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,41,,1,1,1,SVCP,520,T,1,1,,,,,,,0,2709
Bath Fixed,16010711,6,2,SCB,06/22/2012,07:21,06/22/2012,07:36,LG,I113.0Ta,D,1,,8.0,M-,200,0,15,6151,5265,195,,27.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,1.0,18,,27.3,,2.10,,872,,0.34,,6.3,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,41,,1,1,10,SVCP,470,T,1,1,,,,,,,0,2709
COPPERAS,16009138,6,0,MCB-U,08/06/2008,11:40,08/06/2008,11:55,LG,D31.RS,D,2,,5.0,M-,200,0,15,5893,5800,200,,29.00,,60.00,,25,,15,763783,4485565,76380.48535,763783,4485565,2,1.0,13,,29.9,,0.70,,778,,0.09,,,0,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,333,,1,1,108,SVCP,620,T,1,1,,,,,,,0,2704
Bath Fixed,16009812,6,2,SCB,10/09/2009,11:01,10/09/2009,11:16,LG,I113.0Tb,D,3,,5.0,M-,200,0,15,4789,4680,180,,26.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,2.0,24,,14.4,,0.80,,787,,0.17,,8.6,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,128,,1,1,54,SVCP,328,T,,1,341.00,,,,,,0,2706
BATH CHUTE,16008110,6,0,SCB,08/03/2005,11:40,08/03/2005,11:55,LG,D16.RS,D,2,,5.0,M-,200,0,15,6383,6216,168,,37.00,,60.00,,25,,15,741283,4451865,74130.45165,741283,4451865,2,1.0,28,,29.8,,0.50,,870,,0.03,,10.3,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,40,,1,1,29,SVCP,360,T,1,1,, ,  ,          I,,,0,2501
